budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
12000000,Paramount Pictures,USA,David Zucker,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,PG-13,02/12/88,85,7.6,Leslie Nielsen,124515,Jerry Zucker,1988
1100000,Cannon International,USA,Newt Arnold,Action,11806119,Bloodsport,R,29/04/88,92,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988
28000000,Twentieth Century Fox Film Corporation,USA,Mike Nichols,Comedy,64000000,Working Girl,R,21/12/88,113,6.7,Melanie Griffith,44277,Kevin Wade,1988
14000000,Paramount Pictures,Australia,John Cornell,Action,109305000,Crocodile Dundee II,PG,25/05/88,108,5.5,Paul Hogan,46738,Paul Hogan,1988
12500000,Universal Pictures,USA,Don Bluth,Animation,48092846,The Land Before Time,G,18/11/88,69,7.4,Pat Hingle,66623,Stu Krieger,1988
15000000,Universal Pictures,USA,Ivan Reitman,Comedy,111936400,Twins,PG,09/12/88,107,6,Arnold Schwarzenegger,94295,William Davies,1988
14000000,Lorimar Film Entertainment,USA,Stephen Frears,Drama,34700000,Dangerous Liaisons,R,24/02/89,119,7.7,Glenn Close,55823,Christopher Hampton,1988
17000000,The Saul Zaentz Company,USA,Philip Kaufman,Drama,10006806,The Unbearable Lightness of Being,R,05/02/88,171,7.4,Daniel Day-Lewis,28868,Milan Kundera,1988
5000000,Trancas International Films,USA,Dwight H. Little,Horror,17768757,Halloween 4: The Return of Michael Myers,R,21/10/88,88,5.9,Donald Pleasence,32498,Dhani Lipsius,1988
13000000,Morgan Creek Productions,USA,Christopher Cain,Action,45661556,Young Guns,R,12/08/88,107,6.8,Emilio Estevez,45768,John Fusco,1988
29000000,Carolco Pictures,USA,Walter Hill,Action,34994648,Red Heat,R,17/06/88,104,6,Arnold Schwarzenegger,53769,Walter Hill,1988
6000000,Night Life Inc.,USA,Donald Petrie,Comedy,12793213,Mystic Pizza,R,21/10/88,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988
63000000,Carolco Pictures,USA,Peter MacDonald,Action,53715611,Rambo III,R,25/05/88,102,5.7,Sylvester Stallone,99555,David Morrell,1988
6000000,Paramount Pictures,Canada,Jonathan Kaplan,Drama,32069318,Acusados,R,14/10/88,111,7.1,Kelly McGillis,26126,Tom Topor,1988
7000000,Universal Pictures,Canada,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,12/03/04,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988
2000000,New Line Cinema,USA,John Waters,Comedy,6671108,Hairspray,PG,26/02/88,92,7,Sonny Bono,17169,John Waters,1988
13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,19/08/88,93,5.7,Robert Englund,39701,Wes Craven,1988
24000000,Hughes Entertainment,USA,Howard Deutch,Comedy,41455230,The Great Outdoors,PG,17/06/88,91,6.6,Dan Aykroyd,31340,John Hughes,1988
7000000,The Mount Company,USA,Ron Shelton,Comedy,50888729,Bull Durham,R,15/06/88,108,7.1,Kevin Costner,39369,Ron Shelton,1988
7500000,Warner Bros.,USA,Andrew Davis,Action,18869631,Above the Law,R,22/04/88,99,6,Steven Seagal,24061,Andrew Davis,1988
10000000,De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,3916303,Earth Girls Are Easy,PG,12/05/89,100,5.2,Geena Davis,17315,Julie Brown,1988
31000000,Walt Disney Feature Animation,USA,George Scribner,Animation,74151346,Oliver & Company,G,18/11/88,74,6.7,Joey Lawrence,35531,Jim Cox,1988
31000000,Warner Bros.,USA,Buddy Van Horn,Action,37903295,The Dead Pool,R,13/07/88,91,6.3,Clint Eastwood,33312,Harry Julian Fink,1988
7500000,NBC Productions,USA,James Signorelli,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,30/09/88,96,6.4,Cassandra Peterson,9751,Sam Egan,1988
32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,23/11/88,101,7,Bill Murray,68098,Mitch Glazer,1988
23000000,Cinema City Films,USA,Robert Towne,Crime,41292551,Tequila Sunrise,R,02/12/88,115,6,Mel Gibson,24708,Robert Towne,1988
20000000,Warner Bros.,USA,Roman Polanski,Crime,17637950,Frantic,R,26/02/88,120,6.9,Harrison Ford,41608,Roman Polanski,1988
2800000,Paramount Pictures,USA,John Carl Buechler,Horror,19170001,Friday the 13th Part VII: The New Blood,R,13/05/88,88,5.3,Jennifer Banko,23959,Daryl Haney,1988
8000000,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,22433275,License to Drive,PG-13,06/07/88,88,6.3,Corey Haim,14929,Neil Tolkin,1988
46630000,Prominent Features,UK,Terry Gilliam,Adventure,8083123,The Adventures of Baron Munchausen,PG,10/03/89,126,7.2,John Neville,43852,Charles McKeown,1988
13000000,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733,Dead Ringers,R,23/09/88,116,7.3,Jeremy Irons,32130,David Cronenberg,1988
10500000,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488,Poltergeist III,PG-13,10/06/88,98,4.6,Heather O'Rourke,14165,Gary Sherman,1988
7500000,Vista Organization,USA,Tommy Lee Wallace,Comedy,2983784,Fright Night Part 2,R,19/05/89,104,5.9,William Ragsdale,9005,Tom Holland,1988
3000000,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,23/02/89,88,6.6,Keenen Ivory Wayans,10455,Keenen Ivory Wayans,1988
22000000,Zacharias-Buhai Productions,USA,Bud S. Smith,Comedy,17550399,Johnny Be Good,R,25/03/88,91,4.5,Anthony Michael Hall,5006,Steve Zacharias,1988
1100000,Shapiro-Glickenhaus Entertainment,USA,William Lustig,Action,671382,Maniac Cop,R,13/05/88,85,6,Tom Atkins,10850,Larry Cohen,1988
10000000,Orion Pictures,USA,Jonathan Demme,Comedy,21486757,Married to the Mob,R,19/08/88,104,6.1,Michelle Pfeiffer,13416,Barry Strugatz,1988
6000000,Orion Pictures,USA,Dennis Hopper,Action,46616067,Colors,R,29/04/88,120,6.7,Sean Penn,20490,Michael Schiffer,1988
17000000,Vision PDG,Ireland,Neil Jordan,Comedy,8578231,El Hotel de los Fantasmas,PG-13,18/11/88,99,5.7,Peter O'Toole,6979,Neil Jordan,1988
3000000,Double Play,USA,Sidney Lumet,Crime,2835116,Running on Empty,PG-13,09/09/88,116,7.7,River Phoenix,11312,Naomi Foner,1988
1200000,Blue Rider Pictures,USA,Kevin Tenney,Comedy,3109904,Night of the Demons,R,14/10/88,90,6.3,Cathy Podewell,9897,Joe Augustyn,1988
13000000,Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,6424112,Mac and Me,PG,12/08/88,95,3.4,Christine Ebersole,8043,Stewart Raffill,1988
4500000,New Line Cinema,USA,Mick Garris,Comedy,3813293,Critters 2,PG-13,29/04/88,86,5.3,Scott Grimes,11122,David Twohy,1988
20000000,Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,13854000,My Stepmother Is an Alien,PG-13,09/12/88,105,5.2,Dan Aykroyd,22281,Jerico,1988
6200000,Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,9205924,Return of the Living Dead II,R,15/01/88,89,5.8,James Karen,14998,Ken Wiederhorn,1988
22000000,Universal Pictures,USA,Michael Apted,Biography,24720479,Gorillas in the Mist,PG-13,07/10/88,129,7,Sigourney Weaver,20378,Harold T.P. Hayes,1988
2000000,Magellan Pictures,USA,Robert Bierman,Comedy,725131,Vampire's Kiss,R,02/06/89,103,5.9,Nicolas Cage,10474,Joseph Minion,1988
2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,21/10/88,93,5.9,Amanda Donohoe,7908,Ken Russell,1988
7000000,Universal Pictures,USA,Wes Craven,Fantasy,19595031,The Serpent and the Rainbow,R,05/02/88,98,6.5,Bill Pullman,18528,Wade Davis,1988
5000000,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,3569939,Las travesuras de una pelirojja,G,29/07/88,100,5.9,Tami Erin,3474,Astrid Lindgren,1988
6000000,Orion Pictures,USA,John Sayles,Drama,5680515,Eight Men Out,PG,02/09/88,119,7.3,John Cusack,15946,Eliot Asinof,1988
4700000,New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,1705139,Lady in White,PG-13,22/04/88,113,6.7,Lukas Haas,5135,Frank LaLoggia,1988
700000,Laurenfilm,Spain,Pedro Almodóvar,Comedy,7179298,Women on the Verge of a Nervous Breakdown,R,11/11/88,88,7.6,Carmen Maura,27755,Pedro Almodóvar,1988
3000000,Spacegate Productions,USA,Don Coscarelli,Action,7282851,Phantasm II,R,08/07/88,97,6.5,James Le Gros,10789,Don Coscarelli,1988
25000000,United Artists,Japan,James Bridges,Drama,16118077,Luces de una gran ciudad,R,01/04/88,107,5.6,Michael J. Fox,6165,Jay McInerney,1988
7000000,Orion Pictures,USA,George A. Romero,Drama,5344577,Monkey Shines,R,29/07/88,113,6.2,Jason Beghe,8595,Michael Stewart,1988
19000000,Cornelius Productions,USA,George Roy Hill,Comedy,25537221,Funny Farm,PG,03/06/88,101,6.1,Chevy Chase,16321,Jay Cronley,1988
16000000,American Entertainment Partners II L.P.,USA,Graham Baker,Action,25216243,Alien Nation,R,07/10/88,91,6.3,James Caan,12143,Rockne S. O'Bannon,1988
7000000,Lorimar Film Entertainment,USA,Craig R. Baxley,Action,20257000,Action Jackson,R,12/02/88,96,5.2,Carl Weathers,8065,Robert Reneau,1988
22000000,Esparza,USA,Robert Redford,Comedy,13825794,The Milagro Beanfield War,R,18/03/88,117,6.9,Rubén Blades,5289,John Nichols,1988
23000000,Lucasfilm,USA,Francis Ford Coppola,Biography,19652638,Tucker: The Man and His Dream,PG,12/08/88,110,6.9,Jeff Bridges,12469,Arnold Schulman,1988
6500000,Columbia Pictures Corporation,USA,Spike Lee,Comedy,14545844,School Daze,R,12/02/88,121,5.8,Laurence Fishburne,5042,Spike Lee,1988
3700000,Hemdale,USA,Steve De Jarnatt,Action,1145404,Miracle Mile,R,19/05/89,87,7,Anthony Edwards,6985,Steve De Jarnatt,1988
17500000,Zanuck/Brown Productions,USA,Daniel Petrie,Adventure,18924919,Cocoon: The Return,PG,23/11/88,116,5.3,Don Ameche,12956,David Saperstein,1988
4000000,Producers Representative Organization,UK,Martin Donovan,Drama,670774,Apartment Zero,R,15/09/89,124,6.9,Hart Bochner,3259,Martin Donovan,1988
10000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Drama,1562749,Another Woman,PG,18/11/88,81,7.4,Gena Rowlands,10826,Woody Allen,1988
9000000,"Malpaso Company, The",USA,Clint Eastwood,Biography,2181286,Bird,R,30/09/88,161,7.2,Forest Whitaker,9685,Joel Oliansky,1988
15000000,Cannon Entertainment,Australia,Fred Schepisi,Drama,6908797,A Cry in the Dark,PG-13,11/11/88,120,6.9,Meryl Streep,7622,John Bryson,1988
20000000,Rastar Pictures,USA,Mike Nichols,Comedy,43184798,Biloxi Blues,PG-13,25/03/88,106,6.6,Matthew Broderick,12590,Neil Simon,1988
4000000,Cineplex-Odeon Films,USA,Oliver Stone,Drama,3468572,Talk Radio,R,13/01/89,110,7.3,Eric Bogosian,10745,Stephen Singular,1988
20000000,"Guber-Peters Company, The",USA,Allan Arkush,Comedy,11798302,Caddyshack II,PG,22/07/88,98,3.7,Jackie Mason,12956,Brian Doyle-Murray,1988
18000000,Imagine Entertainment,USA,Ken Kwapis,Adventure,1883811,Vibes,PG,05/08/88,99,5.5,Cyndi Lauper,2850,Deborah Blum,1988
19000000,United Artists,USA,Costa-Gavras,Drama,25816139,Betrayed,R,26/08/88,127,6.3,Debra Winger,4580,Joe Eszterhas,1988
16000000,Abramoff Production,South Africa,Joseph Zito,Action,4192440,Escorpion rojo,R,21/04/89,105,5,Dolph Lundgren,6925,Robert Abramoff,1988
6000000,Aspen Film Society,USA,Paul Golding,Horror,40397,Pulse,PG-13,04/03/88,95,5.5,Cliff De Young,1781,Paul Golding,1988
14000000,Weintraub Entertainment Group,USA,David Anspaugh,Drama,6640346,Fresh Horses,PG-13,18/11/88,105,5,Molly Ringwald,1439,Larry Ketron,1988
5000000,Helpern / Meltzer,USA,Mark Goldblatt,Action,3588626,Dead Heat,R,29/06/88,86,6,Treat Williams,5127,Terry Black,1988
210000,Miracle Pictures,USA,Jim Wynorski,Comedy,107352,Not of This Earth,R,20/05/88,81,4.5,Traci Lords,1724,R.J. Robertson,1988
15000000,Columbia Pictures Corporation,USA,Richard Benjamin,Drama,1733070,Little Nikita,PG,18/03/88,98,6,Sidney Poitier,4132,John Hill,1988
15000000,Columbia Pictures Corporation,USA,David Seltzer,Comedy,21032267,Punchline,R,07/10/88,128,5.8,Sally Field,6938,David Seltzer,1988
8000000,Hemdale,USA,Harold Becker,Drama,784990,The Boost,R,23/12/88,95,6.1,James Woods,1629,Ben Stein,1988
20000000,Universal Pictures,USA,Paul Mazursky,Comedy,11444204,Moon Over Parador,PG-13,09/09/88,103,5.9,Richard Dreyfuss,4778,Charles G. Booth,1988
6000000,Touchstone Pictures,USA,John R. Cherry III,Comedy,28202109,Ernest Saves Christmas,PG,11/11/88,95,5.6,Jim Varney,8513,Ed Turner,1988
3000000,Atlantic Entertainment Group,USA,James B. Harris,Crime,1884315,Cop,R,11/03/88,110,6.4,James Woods,3419,James Ellroy,1988
4000000,Warner Bros.,USA,Joan Micklin Silver,Comedy,16262415,Crossing Delancey,PG,16/09/88,97,6.9,Amy Irving,2935,Susan Sandler,1988
6000000,Shapiro-Glickenhaus Entertainment,USA,James Glickenhaus,Action,10068039,Shakedown,R,06/05/88,93,5.9,Peter Weller,2087,James Glickenhaus,1988
19000000,Orion Pictures,USA,Michael Ritchie,Comedy,11005304,The Couch Trip,R,15/01/88,97,5.7,Dan Aykroyd,3961,Ken Kolb,1988
8000000,Paramount Pictures,USA,Marisa Silver,Drama,1893139,Permanent Record,PG-13,22/04/88,91,6.4,Alan Boyce,1550,Jarre Fees,1988
6000000,TriStar Pictures,Canada,Pen Densham,Drama,1869148,The Kiss,R,14/10/88,101,5.5,Joanna Pacula,1258,Tom Ropelewski,1988
14000000,Touchstone Pictures,USA,Leonard Nimoy,Drama,4764606,The Good Mother,R,04/11/88,100,5.9,Diane Keaton,1361,Michael Bortman,1988
19000000,Cecchi Gori Group Tiger Cinematografica,USA,Blake Edwards,Crime,4594452,Sunset,R,29/04/88,102,5.7,Bruce Willis,3333,Rod Amateau,1988
1000000,Cinema Group,USA,Rowdy Herrington,Crime,492519,Jack's Back,R,06/05/88,97,6,James Spader,1968,Rowdy Herrington,1988
5000000,HandMade Films,UK,Nicolas Roeg,Drama,429028,Track 29,R,12/07/88,100,5.9,Theresa Russell,1563,Dennis Potter,1988
4000000,No Frills Film Production,USA,Andrew Fleming,Horror,9797098,Bad Dreams,R,08/04/88,84,5.6,Jennifer Rubin,2583,Andrew Fleming,1988
13000000,Silver Screen Partners III,USA,Chris Columbus,Comedy,5509417,Heartbreak Hotel,PG-13,30/09/88,97,5.7,David Keith,1017,Chris Columbus,1988
18000000,TriStar Pictures,USA,Ted Kotcheff,Comedy,9129999,Switching Channels,PG,04/03/88,105,5.9,Kathleen Turner,2789,Ben Hecht,1988
14000000,Orion Pictures,USA,Peter Yates,Thriller,459824,The House on Carroll Street,PG,04/03/88,101,6.2,Kelly McGillis,1844,Walter Bernstein,1988
13000000,Crescent Moon,USA,Peter Bogdanovich,Comedy,259019,Illegally Yours,PG,13/05/88,102,4.2,Rob Lowe,734,Michael Kaplan,1988
5000000,Cinetel Films,USA,Steve Carver,Action,807947,Bulletproof,R,04/03/88,93,5,Gary Busey,1057,T.L. Lankford,1988
12000000,Metro-Goldwyn-Mayer (MGM),USA,Henry Winkler,Comedy,3965604,Memories of Me,PG-13,07/10/88,100,5.7,Billy Crystal,789,Eric Roth,1988
1600000,Cinetel Films,USA,Michael Schroeder,Comedy,419428,Out of the Dark,R,05/05/89,89,5.4,Cameron Dye,593,J. Greg De Felice,1988
7000000,Smart Egg Pictures,UK,Armand Mastroianni,Horror,136203,Cameron's Closet,R,13/01/89,100,4.9,Cotter Smith,704,Gary Brandner,1988
16400000,Touchstone Pictures,USA,Peter Weir,Comedy,95860116,Dead Poets Society,PG,09/06/89,128,8,Robin Williams,301100,Tom Schulman,1989
35000000,Warner Bros.,USA,Tim Burton,Action,251188924,Batman,PG-13,23/06/89,126,7.6,Michael Keaton,288860,Bob Kane,1989
11500000,Paramount Pictures,USA,Mary Lambert,Horror,57469179,Pet Sematary,R,21/04/89,103,6.6,Dale Midkiff,70178,Stephen King,1989
48000000,Paramount Pictures,USA,Steven Spielberg,Action,197171806,Indiana Jones and the Last Crusade,PG-13,24/05/89,127,8.3,Harrison Ford,566432,Jeffrey Boam,1989
40000000,Walt Disney Pictures,USA,Ron Clements,Animation,111543479,The Little Mermaid,G,17/11/89,83,7.6,Jodi Benson,188455,John Musker,1989
55000000,Warner Bros.,USA,Andrey Konchalovskiy,Action,63408614,Tango & Cash,R,22/12/89,104,6.3,Sylvester Stallone,81242,Randy Feldman,1989
17000000,Silver Pictures,USA,Rowdy Herrington,Action,30050028,Road House,R,19/05/89,114,6.5,Patrick Swayze,47394,R. Lance Hill,1989
27000000,Warner Bros.,USA,Jeremiah S. Chechik,Comedy,71320000,National Lampoon's Christmas Vacation,PG-13,01/12/89,97,7.6,Chevy Chase,115848,John Hughes,1989
10000000,De Laurentiis Entertainment Group (DEG),USA,Stephen Herek,Adventure,40485039,Bill & Ted's Excellent Adventure,PG,17/02/89,90,6.9,Keanu Reeves,90901,Chris Matheson,1989
40000000,Universal Pictures,USA,Robert Zemeckis,Adventure,118500000,Back to the Future Part II,PG,22/11/89,108,7.8,Michael J. Fox,377402,Robert Zemeckis,1989
70000000,Twentieth Century Fox Film Corporation,USA,James Cameron,Adventure,54461047,The Abyss,PG-13,09/08/89,145,7.6,Ed Harris,140371,James Cameron,1989
15000000,Universal Pictures,USA,John Hughes,Comedy,66758538,Uncle Buck,PG,16/08/89,100,7,John Candy,68231,John Hughes,1989
6500000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,27545445,Do the Right Thing,R,21/07/89,120,7.9,Danny Aiello,65617,Spike Lee,1989
18000000,TriStar Pictures,USA,Edward Zwick,Biography,26830000,Glory,R,16/02/90,122,7.9,Matthew Broderick,107207,Kevin Jarre,1989
16000000,Castle Rock Entertainment,USA,Rob Reiner,Comedy,92823600,When Harry Met Sally...,R,21/07/89,96,7.6,Billy Crystal,161347,Nora Ephron,1989
37000000,Columbia Pictures Corporation,USA,Ivan Reitman,Action,112494738,Ghostbusters II,PG,16/06/89,108,6.5,Bill Murray,152597,Dan Aykroyd,1989
7500000,TriStar Pictures,USA,Amy Heckerling,Comedy,140088813,Look Who's Talking,PG-13,13/10/89,93,5.8,John Travolta,67535,Amy Heckerling,1989
25000000,Filmauro,USA,George P. Cosmatos,Adventure,15704614,Leviathan,R,17/03/89,98,5.8,Peter Weller,14315,David Webb Peoples,1989
18000000,Buena Vista Pictures,USA,Joe Johnston,Adventure,130724172,"Honey, I Shrunk the Kids",PG,23/06/89,93,6.3,Rick Moranis,116845,Stuart Gordon,1989
11000000,Mirage Enterprises,USA,David S. Ward,Comedy,49797148,Major League,R,07/04/89,107,7.2,Tom Berenger,52280,David S. Ward,1989
14000000,Ixtlan,USA,Oliver Stone,Biography,70001698,Born on the Fourth of July,R,05/01/90,145,7.2,Tom Cruise,82727,Ron Kovic,1989
